label_id	epithelial	neuron	gut	secretory	excretory	dormant	chaetae	gut_cilia	gut_epi
3.0	0.30556047567874994	0.029680390992959688	0.08213040091355384	0.019782218352729673	0.014593343083082657	0.00023444021455283235	0.1918642428682358	0.2495452920132339	0.1066091958829016
4.0	0.11916356421468598	0.20587504077197774	0.043977135323438825	0.06324983244017277	0.010796848694609692	0.000541935830982131	0.11073538170119261	0.2376289698038279	0.2080312912191123
6.0	0.30228899683266514	0.0318352623583543	0.01787987307755168	0.06442725732353685	0.08664668681277926	0.02041530836541395	0.16748803437086945	0.11686230843414791	0.19215627242468142
8.0	0.23455859756403366	0.0439773588142531	0.04806526992016335	0.04279903641466567	0.02941790585332161	0.003713523868005091	0.21410695521178938	0.2156694653965167	0.16769188695725148
9.0	0.1867826605831222	0.08861015215075854	0.07838395230926669	0.020147091711856017	0.011688022626535162	0.0003556877578375441	0.19042838857585467	0.29401727339646944	0.12958677088829973
11.0	0.03168385237734086	0.2997820239273815	0.007805920191268144	0.04184115499330058	0.003421731065253037	0.015384349715457647	0.19406399162976315	0.19422409622954454	0.21179287987069068
14.0	0.31203985074357626	0.030732538829134754	0.018129916283186852	0.020598145272206207	0.01986758007460582	0.0028677161755890695	0.2689719569724652	0.19188297721529213	0.1349093184339437
15.0	0.06606423669680599	0.10883948979441155	0.04337856471308349	0.10381786527004563	0.04887398806263346	0.004075893416216221	0.23705588406256028	0.2389891921071707	0.14890488587707273
16.0	0.11986978379320894	0.15398189848489588	0.059664236023128966	0.07519870388018769	0.018960921546551882	0.0004560245142186288	0.12511228909494423	0.26336410214171424	0.18339204052114963
19.0	0.1930944983925431	0.15464911084082253	0.043010367219221156	0.06742485809322961	0.03566344413558261	0.000511227273649714	0.09076770752593483	0.19012643942855392	0.2247523470904625
24.0	0.36385603286448137	0.00010118787584305313	0.09515808198906353	0.01702715160208058	0.33447588920463295	6.783471156102393e-05	0.11612650320752799	0.057546851742892396	0.01564046680191726
31.0	0.07930263402103599	0.12755223505219684	0.07965202976549482	0.16692403635364453	0.05196509084281221	0.0006815541071631932	0.05462057650893279	0.17067992270600785	0.2686219206427119
36.0	0.2202311137320081	0.0016111403610831537	0.020015303935534204	0.12485263146347135	0.500890425830321	0.0012840731087979404	0.04344146525791683	0.02987587820945629	0.05779796810141138
37.0	0.1340256787153135	0.006405404537774412	0.046840137203111566	0.3011026060988824	0.2966675767642417	0.0006573378662718901	0.04390709914716063	0.06946610212446588	0.100928057542778
40.0	0.18567143222149396	0.05577327616565717	0.009344921191393529	0.03590112832093355	0.036626591708794926	0.0396815388144039	0.3150296035332052	0.15710363723802523	0.16486787080609253
41.0	0.05551343969789716	0.20383877260556038	0.03667975770388206	0.05232209479183387	0.009239995826126387	0.0016028701182908907	0.19520248023756365	0.28655727626989297	0.1590433127489528
42.0	0.29446866633031366	0.011176460373012365	0.03500957420312286	0.07609731470940206	0.09738804007766003	0.00514775666294171	0.22222411903336983	0.14015681234389893	0.11833125626627844
46.0	0.08187052255481478	0.004991785369519305	0.008489122289221806	0.41814885354016096	0.2795712196717075	0.005997049658007134	0.059637373336047544	0.039230705059344825	0.10206336852117609
47.0	0.3850232574611786	0.026106109249533355	0.06007692331751667	0.04402417014848045	0.040643538475716924	0.0006689103652564318	0.10801792973818829	0.1614435356776301	0.17399562556649917
48.0	0.07317846626215188	0.12388383943727682	0.06474733336820387	0.052353103717487394	0.017515695966391083	0.0014579937960453964	0.2529720620209172	0.2957820455411144	0.11810945989041184
50.0	0.15540524887569387	0.02754406009691538	0.027024403801618302	0.08790074240606144	0.035743674685064945	0.004594021232412658	0.2813346852510937	0.2208886358039529	0.1595645278471868
53.0	0.19101183989833473	0.09744606807718541	0.0495878568234573	0.04190548979132967	0.01439167795086465	0.000385499254061623	0.10178373051046138	0.2423645356426062	0.26112330205169904
54.0	0.19276466636614398	0.1339329722004769	0.024744525447512957	0.05739663207341083	0.03420788515327566	0.0010458416805988592	0.086048069081559	0.18218403761604832	0.28767537038097335
55.0	0.1135856192603298	0.08082496002244974	0.07059114331690555	0.07009901635393635	0.04329271867258312	0.0010073303236222775	0.2243080879616146	0.2724749672109869	0.1238161568775717
56.0	0.04410474872547066	0.2721449184038453	0.015267434818112761	0.19200007000080918	0.018424792190286848	0.0009751906442072119	0.02026260213290566	0.08496820951495378	0.35185203356940864
57.0	0.10643321711284912	0.1067079586794987	0.07845995178157655	0.20455970345140728	0.07123366806088476	0.0010657778971049703	0.05139732147459967	0.15290632237543372	0.22723607916664523
58.0	0.07937030461500806	0.09805725315784698	0.11307364154269205	0.30831809292391443	0.12493388749015856	2.4025552760141917e-05	0.008156775164035911	0.07980688124509709	0.1882591383084868
59.0	0.13763756814567596	0.03968656194833452	0.0379790426120398	0.20813895511685154	0.0848868571041913	0.002404298840115431	0.1686498247765208	0.1726801910100835	0.14793670044618704
63.0	0.17912237814318704	0.04481019050161571	0.06708899022219611	0.14457832314888158	0.06322825210146421	0.0006867475982702208	0.1246099831371368	0.18236960968360325	0.19350552546364505
65.0	0.13983413951074794	0.0461687749691363	0.01593518395983461	0.08828429132422935	0.028302906698271218	0.007079272171275917	0.2691261712825955	0.20864494042040535	0.19662431966350372
68.0	0.055926002562344965	0.19427946258976989	0.025181665949956883	0.2052625782209636	0.013452348527282734	0.0009045277458024517	0.049684505916178116	0.1543446422775084	0.300964266210193
69.0	0.339042559638095	0.05470027646118725	0.0514820002207408	0.10686729029938366	0.06382032226279603	0.0005733900405093627	0.07181569424047388	0.13165700894763008	0.180041457889184
77.0	0.2262781830111154	0.0037003998286673535	0.004407876576186891	0.1229426246498317	0.15632185501509382	0.0476097515060592	0.2542482779066856	0.07132892676107987	0.11316210474528014
78.0	0.30482178558266276	0.00382025909897951	0.0661172388928454	0.05290122364789764	0.12525837560512987	0.0010779351193515169	0.2107501752579824	0.15147764721668375	0.0837753595784672
