label_id	epithelial	neuron	gut	secretory	excretory	dormant
3.0	0.6852382662282055	0.11558437942329769	0.12078669505628101	0.06107511321034672	0.014048272394616097	0.0032672736872529683
4.0	0.3316260976741	0.45005543755789074	0.07497609178479099	0.12035640778596926	0.016748054671601346	0.006237910525647445
6.0	0.3926443023887745	0.06823928997367477	0.039182627222135905	0.13015369889532763	0.2080032304296353	0.16177685109045176
8.0	0.55280436507823	0.1202243117245523	0.0900621556713055	0.12660378561900076	0.06709051995585487	0.043214861951056616
9.0	0.46635192912596446	0.29682010326222563	0.12669885979481518	0.09063833548039306	0.01486700860458591	0.00462376373201564
11.0	0.15958602003615047	0.581231902940463	0.015914716316910906	0.13285948479919857	0.007856183023919095	0.10255169288335803
14.0	0.7402662623573769	0.11343847816609881	0.03664612895029537	0.048108673536418775	0.027213210630945686	0.03432724635886444
15.0	0.23925635487566901	0.2521881351616267	0.09632333531360292	0.2688560652793093	0.09853611311093352	0.044839996258858546
16.0	0.3066197840929328	0.3610385547656295	0.09296528617098909	0.20254925671668753	0.031456610977270254	0.0053705072764909274
19.0	0.3761285781298388	0.3487212169571211	0.08550167723026052	0.13113851588415973	0.052160947391440546	0.006349064407179161
24.0	0.5685284035323231	0.0003226408638938408	0.1092016095966434	0.034583663149690455	0.28594964713480575	0.0014140357226434174
31.0	0.25928189558065723	0.19544559434474468	0.11523980003243714	0.3432920162688071	0.07897198545529224	0.007768708318061444
36.0	0.31699246876458204	0.0023075806384050906	0.02798801851458456	0.12139098025881899	0.5172876760796866	0.014033275743922753
37.0	0.3152928882441703	0.008772667209509843	0.05754936045817702	0.2831839980006252	0.3278803896689615	0.0073206964185561305
40.0	0.3833708115604884	0.14740901679323445	0.02354405471884532	0.08713025163868704	0.08143657726964454	0.2771092880191002
41.0	0.242661962829562	0.5000488556497479	0.07802058666275617	0.14005258148737107	0.020451935071225287	0.0187640782993377
42.0	0.5965454747741535	0.027002609813122115	0.05702601371873149	0.13018722979890196	0.14059458670991662	0.04864408518517425
46.0	0.31108585883443884	0.0077075407368609634	0.011580473837327236	0.3264190938764489	0.28720248068658993	0.056004552028334195
47.0	0.6676532151965444	0.07009129305504476	0.0812065566255546	0.1160975162052928	0.056837482352682614	0.008113936564880922
48.0	0.2860778318173261	0.37087563341202767	0.13707463839436118	0.15712470182859842	0.032253067841998447	0.016594126705688304
50.0	0.6599072749931154	0.06651394402319022	0.03935335310811442	0.1435219468117696	0.04582188974409414	0.04488159131971623
53.0	0.5991061159004646	0.2017056491340477	0.06468484137604642	0.11413855593660159	0.015514336757196667	0.004850500895642953
54.0	0.4905796229552941	0.27459587887236225	0.04381363296732941	0.14245855029225626	0.036772640441886585	0.011779674470871233
55.0	0.35619572580995906	0.24127719392635877	0.14707870901963507	0.1766409435027595	0.06607815730897798	0.01272927043230963
56.0	0.18069728278733685	0.38835598371905045	0.027152991402390633	0.35764265787649874	0.034859913797383874	0.011291170417339383
57.0	0.1508235311691042	0.17650679106664566	0.1363880610741086	0.3591582367922829	0.16605732440073867	0.011066055497119701
58.0	0.16887472744775422	0.11260015528743803	0.1560927309425913	0.42621121983871374	0.13583366201130675	0.0003875044721960765
59.0	0.3854271810161313	0.10177603690284949	0.06804702669009237	0.28055850321846376	0.13900224292820462	0.02518900924425844
63.0	0.5127947089892593	0.07632190280029247	0.07651943932505845	0.25581288156043624	0.07113096482547517	0.007420102499478277
65.0	0.5934404392500079	0.10336713331552971	0.023291333144038327	0.18228189832400385	0.034300738625798195	0.06331845734062186
68.0	0.29332040589800323	0.3243994998142757	0.03794445484232718	0.3132238726748092	0.02101142242954054	0.010100344341044174
69.0	0.5709767057665213	0.11176572588467733	0.07845016567749984	0.1611704605072469	0.07137084913352591	0.0062660930305286225
77.0	0.4878212957981046	0.006668856100252117	0.005577461502169585	0.10565539379423092	0.15105332874775515	0.24322366405748763
78.0	0.7254120267523931	0.008001969897855342	0.06965806725682774	0.09051027516942854	0.09452324183929237	0.011894419084203028
80.0	0.3386842875613618	0.486594204097883	0.022246126115596253	0.09631182379831889	0.012760010596585656	0.04340354783025435
83.0	0.34413126272832856	0.5300071264623298	0.03512678180854995	0.07512162012794812	0.005192616282425496	0.010420592590418044
84.0	0.32484471450461855	0.4145049606246686	0.07581490449805325	0.16912443845493294	0.012422204432244198	0.003288777485482463
85.0	0.5730884456117825	0.2683247142797959	0.0927312280566497	0.050711960927021967	0.008035355222586183	0.007108295902163648
87.0	0.6610376959900107	0.11531514467362526	0.10922584360606104	0.08198393446736718	0.03034104423670813	0.0020963370262279107
144.0	0.24068805592924727	0.45291147413388794	0.05891016817086116	0.21720943992156355	0.01694078513114514	0.013340076713294891
145.0	0.1254903108934929	0.4453399145829879	0.011153199722131416	0.2501437844649059	0.035470980943997914	0.1324018093924838
149.0	0.2551859144772703	0.18205391336099344	0.06236036781003716	0.2756609550439177	0.1575870428783912	0.06715180642939031
150.0	0.652173411310305	0.008002985799031321	0.036398811698349326	0.13466451420029088	0.1522936225559023	0.01646665443612105
153.0	0.2816787220088476	0.03909449235232691	0.001551276948602798	0.08819244028682932	0.030000559784605547	0.5594825086187877
154.0	0.06000224747093453	0.328669641936989	0.00020311583431374894	0.048943833417800765	0.0016526220616502926	0.5605285392783117
157.0	0.11407219688449809	0.4100437525561323	0.013684004986464595	0.28295765466235395	0.046461247934710376	0.13278114297584084
158.0	0.3616565420001349	0.18932581246753902	0.3162143953675334	0.11641525983283578	0.016011177002391602	0.0003768133295652619
160.0	0.4688737206468585	0.025654058670302345	0.018225617704726894	0.15625649141407336	0.1727053997894912	0.15828471177454767
163.0	0.6526504684919904	0.16140955771397872	0.05378264066097562	0.09086074160162569	0.01947600151645179	0.021820590014977704
166.0	0.192040990477665	0.35724941053518094	0.07834169704515627	0.3166208877192785	0.04530040623064903	0.01044660799207032
168.0	0.21567393197841153	0.4407571902634844	0.017322019004368635	0.20251919835742788	0.01517616264547874	0.10855149775082878
169.0	0.22882048576722322	0.06619301300626089	0.019139808314152483	0.21179684914404615	0.3046295846510699	0.16942025911724734
171.0	0.3100368546825322	0.2928091011427363	0.0550978634737396	0.21718568313098013	0.0790839746341031	0.045786522935908645
173.0	0.01431675809602287	0.65458671292952	0.018296912905392777	0.2808814628484973	0.019128020077888764	0.012790133142678345
174.0	0.6341888951825525	0.12832005735305543	0.03462802204432149	0.13301870597824997	0.03654750536146404	0.03329681408035649
177.0	0.8178268671198204	0.04472428159467919	0.027414667337878052	0.05079139767663424	0.031560668394889496	0.027682117876098655
178.0	0.6016345802261028	0.2647680925233988	0.02754538233296726	0.05904336202998219	0.01002956698851201	0.036979015899036786
